PassengerId,Cabin,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,RoomService_flag,FoodCourt_flag,ShoppingMall_flag,Spa_flag,VRDeck_flag,AgeGroup,Cabin_deck,Cabin_number,Cabin_side,RoomService_log,FoodCourt_log,ShoppingMall_log,Spa_log,VRDeck_log,HomePlanet_Europa,HomePlanet_Mars,CryoSleep_True,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,VIP_True
2096_02,F/412/S,1.4404498546645537,102.5,0.0,55.0,0.0,0.0,Weaffs Kinie,False,True,False,True,False,False,2,5,412,1,1.6599881514855173,-0.684915519595842,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
2097_01,B/86/S,0.021408860733244,0.0,0.0,0.0,0.0,0.0,Tetra Roftfuling,True,False,False,False,False,False,1,1,86,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,1.0,0.0,1.0,0.0,0.0,0.0
2099_01,D/71/S,1.1566416558782917,10.0,152.5,55.0,0.0,0.0,Cupers Boste,True,True,True,True,False,False,2,3,71,1,0.5347204362413838,1.6398144712583225,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
2100_01,F/413/S,1.1566416558782917,0.0,0.0,55.0,3.0,5.0,Garyan Briggins,True,False,False,True,True,True,2,5,413,1,-0.6689654335610383,-0.684915519595842,1.674783051214332,-0.0395221324961076,0.2291060263415142,0.0,0.0,0.0,1.0,0.0,0.0
2102_01,C/79/S,0.0923609104298095,63.0,152.5,55.0,132.5,100.0,Giedia Seadler,False,True,True,True,True,True,1,2,79,1,1.4186940478133592,1.6398144712583225,1.674783051214332,1.6337032672736165,1.6584440612154845,1.0,0.0,0.0,0.0,1.0,0.0
2104_01,F/414/S,0.021408860733244,102.5,0.0,4.0,0.0,23.0,Sonard Bootez,False,True,False,True,False,True,1,5,414,1,1.6599881514855173,-0.684915519595842,0.2716108774601944,-0.7007850980470789,0.9309231954758213,0.0,0.0,0.0,0.0,1.0,0.0
2104_02,G/734/S,-0.1914472883564523,0.0,0.0,0.0,0.0,0.0,Brinez Bootez,False,False,False,False,False,False,1,6,734,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2105_01,G/335/S,-0.9009677853221072,0.0,0.0,0.0,0.0,0.0,Benda Loway,False,False,False,False,False,False,0,6,335,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,0.0,0.0
2106_01,G/336/S,-0.6171595865358452,1.0,0.0,0.0,132.5,1.0,Bertle Calhounez,False,True,False,False,True,True,1,6,336,1,-0.3210221866653054,-0.684915519595842,-0.6631569583773093,1.6337032672736165,-0.3270709213785625,0.0,0.0,0.0,0.0,0.0,0.0
2107_01,G/338/P,0.305217059519506,102.5,2.0,1.0,132.5,0.0,Sylvin Haynardy,False,True,True,True,True,False,1,6,338,0,1.6599881514855173,-0.1775399016424707,-0.2605743642410987,1.6337032672736165,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2110_01,G/339/P,-0.7590636859289762,0.0,0.0,0.0,0.0,0.0,Ernice Joynewtonks,False,False,False,False,False,False,0,6,339,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
2111_01,F/417/P,-0.3333513877495833,102.5,152.5,55.0,0.0,1.0,Beals Blan,False,True,True,True,False,True,1,5,417,0,1.6599881514855173,1.6398144712583225,1.674783051214332,-0.7007850980470789,-0.3270709213785625,0.0,1.0,0.0,0.0,1.0,0.0
2112_01,F/418/P,0.021408860733244,102.5,152.5,18.0,132.5,0.0,Latsts Perty,False,True,True,True,True,False,1,5,418,0,1.6599881514855173,1.6398144712583225,1.0469847196873918,1.6337032672736165,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
2114_01,B/87/S,0.8018814073954644,0.0,0.0,0.0,0.0,0.0,Gollux Folhal,True,False,False,False,False,False,2,1,87,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,1.0,0.0,1.0,0.0,0.0,0.0
2115_01,D/72/S,-0.1204952386598868,0.0,0.0,0.0,0.0,0.0,Schird Oinded,True,False,False,False,False,False,1,3,72,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,1.0,0.0,1.0,0.0,1.0,0.0
2116_01,G/339/S,0.447121158912637,0.0,0.0,0.0,0.0,0.0,Dellie Waderoachez,False,False,False,False,False,False,1,6,339,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
2117_01,G/734/S,0.163312960126375,0.0,152.5,0.0,132.5,100.0,Azet Rocketedy,False,False,True,False,True,True,1,6,734,1,-0.6689654335610383,1.6398144712583225,-0.6631569583773093,1.6337032672736165,1.6584440612154845,1.0,0.0,0.0,0.0,1.0,0.0
2118_01,G/340/P,-0.1914472883564523,0.0,0.0,0.0,0.0,0.0,Kene Macdonadows,False,False,False,False,False,False,1,6,340,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,1.0,0.0,0.0
2120_01,D/73/S,1.4404498546645537,0.0,0.0,55.0,0.0,0.0,Prah Bla,True,False,False,True,False,False,2,3,73,1,-0.6689654335610383,-0.684915519595842,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
2121_01,G/341/P,-0.4043034374461488,0.0,0.0,0.0,0.0,0.0,Timyra Peterstarks,False,False,False,False,False,False,1,6,341,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
2123_01,G/342/P,-0.4043034374461488,0.0,0.0,0.0,0.0,0.0,Dianya Johnsondez,False,False,False,False,False,False,1,6,342,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,1.0,0.0,0.0
2123_02,G/342/P,-1.042871884715238,0.0,0.0,0.0,0.0,0.0,France Johnsondez,True,False,False,False,False,False,0,6,342,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,1.0,0.0,0.0
2124_01,G/341/S,-0.5462075368392798,102.5,0.0,0.0,40.0,0.0,Ine Litthews,False,True,False,False,True,False,1,6,341,1,1.6599881514855173,-0.684915519595842,-0.6631569583773093,1.0705902652865738,-0.6779795059457159,0.0,0.0,0.0,0.0,0.0,0.0
2125_01,G/343/P,-0.7590636859289762,0.0,1.0,0.0,80.0,100.0,Stenny Pagedy,False,False,True,False,True,True,0,6,343,0,-0.6689654335610383,-0.3647971459923554,-0.6631569583773093,1.395368908980832,1.6584440612154845,0.0,0.0,0.0,0.0,1.0,0.0
2126_01,F/415/S,-0.1204952386598868,102.5,0.0,0.0,0.0,0.0,Natha Ricews,False,True,False,False,False,False,1,5,415,1,1.6599881514855173,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2127_01,F/419/P,-0.6881116362324108,102.5,62.0,7.0,0.0,0.0,Dorice Bailes,True,True,True,True,False,False,1,5,419,0,1.6599881514855173,1.2285216080877237,0.5445908240313225,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2128_01,G/344/P,-0.4752554871427143,102.5,0.0,0.0,0.0,100.0,Artis Sancockett,False,True,False,False,False,True,1,6,344,0,1.6599881514855173,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,1.6584440612154845,0.0,0.0,0.0,0.0,1.0,0.0
2129_01,F/420/P,-0.8300157356255418,102.5,0.0,2.0,20.0,0.0,Rice Camerrison,False,True,False,True,True,False,0,5,420,0,1.6599881514855173,-0.684915519595842,-0.0250786432283707,0.7514533242668624,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2130_01,F/421/P,-1.1138239344118035,0.0,2.0,55.0,10.0,100.0,Marine Oneiles,False,False,True,True,True,True,0,5,421,0,-0.6689654335610383,-0.1775399016424707,1.674783051214332,0.4430119075833691,1.6584440612154845,0.0,0.0,0.0,1.0,0.0,0.0
2131_01,E/128/P,-0.1914472883564523,0.0,0.0,0.0,91.0,100.0,Terrie Mayder,False,False,False,False,True,True,1,4,128,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,1.456109864461799,1.6584440612154845,0.0,0.0,0.0,0.0,1.0,0.0
2133_01,D/74/S,-0.1204952386598868,102.5,0.0,43.0,85.0,0.0,Caish Chrie,False,True,False,True,True,False,1,3,74,1,1.6599881514855173,-0.684915519595842,1.5347151851629448,1.423940346507918,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
2133_02,F/416/S,-0.9009677853221072,0.0,0.0,0.0,0.0,0.0,Elfs Chrie,True,False,False,False,False,False,0,5,416,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,0.0,1.0,0.0
2134_01,F/422/P,-0.6171595865358452,102.5,0.0,0.0,0.0,3.0,Mes Pimne,False,True,False,False,False,True,1,5,422,0,1.6599881514855173,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,0.0238376631885909,0.0,1.0,0.0,0.0,1.0,0.0
2135_01,E/129/P,-0.6171595865358452,75.0,0.0,0.0,132.5,0.0,Tin Monroellynn,False,True,False,False,True,False,1,4,129,0,1.5049587518357057,-0.684915519595842,-0.6631569583773093,1.6337032672736165,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2135_02,E/129/P,-0.4043034374461488,102.5,0.0,55.0,0.0,0.0,Aarone Monroellynn,False,True,False,True,False,False,1,4,129,0,1.6599881514855173,-0.684915519595842,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2136_01,G/343/S,2.291874451023339,2.0,0.0,17.0,132.5,28.0,Sallie Waltonnedy,False,True,False,True,True,True,3,6,343,1,-0.1174884348521389,-0.684915519595842,1.0155822660567784,1.6337032672736165,1.0267277289086318,0.0,0.0,0.0,0.0,1.0,0.0
2137_01,F/423/P,-0.1204952386598868,0.0,0.0,0.0,0.0,0.0,Lopedo Ruité,True,False,False,False,False,False,1,5,423,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,0.0,1.0,0.0
2137_02,F/423/P,-1.8233444313774585,0.0,0.0,0.0,0.0,0.0,Stoate Queke,True,False,False,False,False,False,0,5,423,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,0.0,0.0
2137_03,F/423/P,-1.752392381680893,0.0,0.0,0.0,0.0,0.0,Slig Queke,True,False,False,False,False,False,0,5,423,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,0.0,0.0
2138_01,G/344/S,-1.1138239344118035,0.0,0.0,0.0,0.0,0.0,Colly Powery,True,False,False,False,False,False,0,6,344,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,0.0,0.0
2139_01,F/417/S,-0.6881116362324108,0.0,0.0,0.0,0.0,0.0,Gibil Razo,True,False,False,False,False,False,1,5,417,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,0.0,1.0,0.0
2140_01,F/424/P,-0.7590636859289762,0.0,0.0,55.0,0.0,0.0,Andra Drakeekss,True,False,False,True,False,False,0,5,424,0,-0.6689654335610383,-0.684915519595842,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2141_01,E/130/P,2.398302525568188,0.0,0.0,55.0,0.0,0.0,Annaha Rivanseney,True,False,False,True,False,False,3,4,130,0,-0.6689654335610383,-0.684915519595842,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,0.0,0.0,0.0
2142_01,F/418/S,0.7309293576988989,0.0,0.0,0.0,0.0,0.0,Tostex Pri,True,False,False,False,False,False,2,5,418,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,0.0,1.0,0.0
2143_01,F/419/S,-0.5462075368392798,0.0,152.5,0.0,132.5,0.0,Justie Miltongson,False,False,True,False,True,False,1,5,419,1,-0.6689654335610383,1.6398144712583225,-0.6631569583773093,1.6337032672736165,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2143_02,G/345/S,-1.5395362325911963,0.0,0.0,0.0,0.0,0.0,Thel Miltongson,False,False,False,False,False,False,0,6,345,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
2144_01,G/734/S,1.937114202540512,0.0,0.0,0.0,0.0,0.0,Helley Philliames,False,False,False,False,False,False,3,6,734,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
2145_01,F/425/P,-0.9719198350186726,0.0,152.5,55.0,0.0,0.0,Karene Pecketton,False,False,True,True,False,False,0,5,425,0,-0.6689654335610383,1.6398144712583225,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2147_01,E/155/S,-0.1204952386598868,102.5,0.0,47.0,0.0,100.0,Chon Ban,True,True,False,True,False,True,1,4,155,1,1.6599881514855173,-0.684915519595842,1.5852517333164713,-0.7007850980470789,1.6584440612154845,0.0,1.0,0.0,0.0,1.0,0.0
2148_01,F/420/S,-1.1138239344118035,102.5,152.5,55.0,1.0,7.0,Ellana Grahangory,False,True,True,True,True,True,0,5,420,1,1.6599881514855173,1.6398144712583225,1.674783051214332,-0.3701536152715932,0.3747462477557445,0.0,0.0,0.0,0.0,1.0,0.0
2149_01,B/89/S,-0.7590636859289762,0.0,0.0,0.0,0.0,0.0,Altares Persed,True,False,False,False,False,False,0,1,89,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,1.0,0.0,1.0,0.0,1.0,0.0
2150_01,G/346/P,0.6599773080023335,0.0,0.0,0.0,0.0,0.0,Walley Prickmantes,False,False,False,False,False,False,2,6,346,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,1.0,0.0,0.0
2152_01,F/426/P,1.1566416558782917,102.5,0.0,0.0,132.5,0.0,Eulah Bakericks,False,True,False,False,True,False,2,5,426,0,1.6599881514855173,-0.684915519595842,-0.6631569583773093,1.6337032672736165,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2153_01,G/347/P,-0.5462075368392798,0.0,0.0,0.0,0.0,0.0,Alvia Daviddley,False,False,False,False,False,False,1,6,347,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
2154_01,G/348/P,-0.6881116362324108,78.0,0.0,0.0,132.5,0.0,Regana Barles,False,True,False,False,True,False,1,6,348,0,1.5243925076785152,-0.684915519595842,-0.6631569583773093,1.6337032672736165,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2156_01,F/421/S,1.4404498546645537,102.5,25.0,0.0,132.5,2.0,Troya Cofferson,False,True,True,False,True,True,2,5,421,1,1.6599881514855173,0.8197815981967149,-0.6631569583773093,1.6337032672736165,-0.1218025582256391,0.0,0.0,0.0,0.0,1.0,0.0
2158_01,F/423/S,-0.5462075368392798,0.0,152.5,0.0,45.0,0.0,Joyn Moraleney,True,False,True,False,True,False,1,5,423,1,-0.6689654335610383,1.6398144712583225,-0.6631569583773093,1.1254783816863132,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2159_01,F/424/S,-0.7590636859289762,0.0,152.5,55.0,0.0,0.0,Hencey Casez,True,False,True,True,False,False,0,5,424,1,-0.6689654335610383,1.6398144712583225,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2161_01,F/429/P,1.0147375564851608,0.0,0.0,0.0,0.0,0.0,Poselk Sidie,True,False,False,False,False,False,2,5,429,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,0.0,1.0,0.0
2162_01,F/425/S,-0.1204952386598868,0.0,0.0,0.0,0.0,0.0,Ral Graie,True,False,False,False,False,False,1,5,425,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,1.0,0.0,0.0
2162_02,F/425/S,-2.036200580467155,0.0,0.0,0.0,0.0,0.0,Hoces Graie,True,False,False,False,False,False,4,5,425,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
2163_01,G/349/P,-0.1204952386598868,0.0,0.0,6.0,132.5,22.0,Adanne Mosepherry,False,False,False,True,True,True,1,6,349,0,-0.6689654335610383,-0.684915519595842,0.4670352688056999,1.6337032672736165,0.9093772172560745,0.0,0.0,0.0,0.0,1.0,0.0
2164_01,B/63/P,-0.5462075368392798,0.0,0.0,0.0,0.0,0.0,Coxaton Queldry,True,False,False,False,False,False,1,1,63,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,1.0,0.0,1.0,0.0,1.0,0.0
2167_01,F/431/P,-0.6171595865358452,38.0,152.5,55.0,0.0,0.0,Weney Mckinn,False,True,True,True,False,False,1,5,431,0,1.1700545756198033,1.6398144712583225,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,1.0,0.0,0.0
2168_01,F/427/S,0.447121158912637,0.0,0.0,0.0,0.0,0.0,Fow Lacke,True,False,False,False,False,False,1,5,427,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,0.0,1.0,0.0
2168_02,F/427/S,-0.6171595865358452,102.5,0.0,55.0,0.0,13.0,Gorice Lacke,False,True,False,True,False,True,1,5,427,1,1.6599881514855173,-0.684915519595842,1.674783051214332,-0.7007850980470789,0.6580540206983028,0.0,1.0,0.0,0.0,1.0,0.0
2171_01,F/433/P,-0.3333513877495833,102.5,0.0,7.0,132.5,0.0,Sergia Camerrison,False,True,False,True,True,False,1,5,433,0,1.6599881514855173,-0.684915519595842,0.5445908240313225,1.6337032672736165,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2171_02,G/351/P,0.8728334570920299,2.0,0.0,55.0,132.5,68.0,Karene Camerrison,False,True,False,True,True,True,2,6,351,0,-0.1174884348521389,-0.684915519595842,1.674783051214332,1.6337032672736165,1.4655541649761512,0.0,0.0,0.0,0.0,1.0,0.0
2172_01,G/347/S,-0.4043034374461488,0.0,152.5,0.0,0.0,0.0,Belly Barbes,True,False,True,False,False,False,1,6,347,1,-0.6689654335610383,1.6398144712583225,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,0.0,1.0,0.0,0.0
2173_01,G/352/P,-0.1204952386598868,0.0,0.0,0.0,0.0,0.0,Vina Landolphrey,True,False,False,False,False,False,1,6,352,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,1.0,0.0,0.0
2175_01,G/348/S,2.079018301933643,0.0,0.0,0.0,0.0,0.0,Gabria Callowery,True,False,False,False,False,False,3,6,348,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,0.0,0.0
2177_01,F/435/P,1.7242580534508156,0.0,0.0,0.0,0.0,0.0,Clech Colle,True,False,False,False,False,False,3,5,435,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,0.0,1.0,0.0
2179_01,C/80/S,0.0923609104298095,102.5,152.5,0.0,132.5,100.0,Eltaird Dianket,False,True,True,False,True,True,1,2,80,1,1.6599881514855173,1.6398144712583225,-0.6631569583773093,1.6337032672736165,1.6584440612154845,1.0,0.0,0.0,0.0,1.0,0.0
2180_01,F/428/S,-0.3333513877495833,1.0,0.0,0.0,132.5,100.0,Coreen Masquez,False,True,False,False,True,True,1,5,428,1,-0.3210221866653054,-0.684915519595842,-0.6631569583773093,1.6337032672736165,1.6584440612154845,0.0,0.0,0.0,0.0,0.0,0.0
2182_01,B/64/P,0.163312960126375,46.0,152.5,0.0,132.5,100.0,Unukath Tiouserful,False,True,True,False,True,True,1,1,64,0,1.2637162466625187,1.6398144712583225,-0.6631569583773093,1.6337032672736165,1.6584440612154845,1.0,0.0,0.0,0.0,1.0,0.0
2183_01,F/429/S,1.2275937055748574,102.5,0.0,41.0,132.5,100.0,Cheeet Ruity,False,True,False,True,True,True,2,5,429,1,1.6599881514855173,-0.684915519595842,1.5076961780908489,1.6337032672736165,1.6584440612154845,0.0,1.0,0.0,1.0,0.0,0.0
2183_02,F/429/S,-0.6171595865358452,102.5,59.0,31.0,12.0,0.0,Prish Ruity,False,True,True,True,True,False,1,5,429,1,1.6599881514855173,1.2059886909240864,1.3497560123037438,0.5226967728832106,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
2186_01,G/350/S,-0.6171595865358452,0.0,0.0,0.0,0.0,0.0,Ivanne Johnsby,False,False,False,False,False,False,1,6,350,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
2187_01,F/437/P,0.0923609104298095,0.0,152.5,0.0,132.5,0.0,Hary Wiggson,False,False,True,False,True,False,1,5,437,0,-0.6689654335610383,1.6398144712583225,-0.6631569583773093,1.6337032672736165,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2188_01,F/438/P,-0.3333513877495833,0.0,152.5,0.0,132.5,63.0,Ollip Hopez,False,False,True,False,True,True,1,5,438,0,-0.6689654335610383,1.6398144712583225,-0.6631569583773093,1.6337032672736165,1.4274720014572049,0.0,0.0,0.0,0.0,0.0,0.0
2189_01,G/354/P,0.3761691092160715,0.0,0.0,0.0,132.5,0.0,Nelly Cruzaley,False,False,False,False,True,False,1,6,354,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,1.6337032672736165,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
2190_01,F/430/S,-0.6171595865358452,102.5,0.0,55.0,0.0,76.0,Allia Barris,False,True,False,True,False,True,1,5,430,1,1.6599881514855173,-0.684915519595842,1.674783051214332,-0.7007850980470789,1.52108968883402,0.0,0.0,0.0,0.0,1.0,0.0
2191_01,F/431/S,1.3694978049679882,0.0,0.0,0.0,0.0,0.0,Barkix Sidie,True,False,False,False,False,False,2,5,431,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,1.0,1.0,0.0,1.0,0.0
2193_01,F/439/P,-0.2623993380530178,0.0,0.0,55.0,0.0,70.0,Karlen Singtons,False,False,False,True,False,True,1,5,439,0,-0.6689654335610383,-0.684915519595842,1.674783051214332,-0.7007850980470789,1.4800195512056014,0.0,0.0,0.0,1.0,0.0,0.0
2194_01,G/352/S,1.0147375564851608,0.0,0.0,0.0,0.0,0.0,Danie Blacks,False,False,False,False,False,False,2,6,352,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,0.0,0.0,1.0,0.0,1.0,0.0
2195_01,F/440/P,-0.1204952386598868,0.0,152.5,55.0,132.5,5.0,Naomie Coleyanglas,True,False,True,True,True,True,1,5,440,0,-0.6689654335610383,1.6398144712583225,1.674783051214332,1.6337032672736165,0.2291060263415142,0.0,0.0,0.0,0.0,1.0,0.0
2196_01,B/65/P,1.2985457552714228,0.0,32.0,0.0,132.5,100.0,Muonin Veriedeezy,False,False,True,False,True,True,2,1,65,0,-0.6689654335610383,0.9298877217081776,-0.6631569583773093,1.6337032672736165,1.6584440612154845,1.0,0.0,0.0,0.0,1.0,0.0
2196_02,B/65/P,-0.1914472883564523,26.0,152.5,0.0,102.0,0.0,Zinonon Veriedeezy,True,True,True,False,True,False,1,1,65,0,0.98546556256566,1.6398144712583225,-0.6631569583773093,1.5099824858345752,-0.6779795059457159,1.0,0.0,0.0,0.0,0.0,0.0
2196_03,B/65/P,0.5890252583057679,0.0,0.0,0.0,0.0,0.0,Genubi Veriedeezy,True,False,False,False,False,False,2,1,65,0,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,1.0,0.0,1.0,0.0,1.0,0.0
2196_04,B/65/P,0.9437855067885954,0.0,152.5,0.0,132.5,100.0,Alrairk Veriedeezy,False,False,True,False,True,True,2,1,65,0,-0.6689654335610383,1.6398144712583225,-0.6631569583773093,1.6337032672736165,1.6584440612154845,1.0,0.0,0.0,0.0,0.0,0.0
2198_01,E/156/S,2.291874451023339,0.0,152.5,55.0,0.0,68.0,Joela Franey,True,False,True,True,False,True,3,4,156,1,-0.6689654335610383,1.6398144712583225,1.674783051214332,-0.7007850980470789,1.4655541649761512,0.0,0.0,0.0,0.0,0.0,0.0
2200_01,F/442/P,0.021408860733244,102.5,152.5,47.0,0.0,0.0,Grawk Prité,False,True,True,True,False,False,1,5,442,0,1.6599881514855173,1.6398144712583225,1.5852517333164713,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
2201_01,D/75/S,0.2342650098229405,0.0,152.5,13.0,132.5,0.0,Suhelik Subateful,True,False,True,True,True,False,1,3,75,1,-0.6689654335610383,1.6398144712583225,0.8696178629419109,1.6337032672736165,-0.6779795059457159,1.0,0.0,0.0,0.0,0.0,0.0
2202_01,F/443/P,1.5823539540576848,102.5,0.0,17.0,0.0,0.0,Stmeal Horte,False,True,False,True,False,False,3,5,443,0,1.6599881514855173,-0.684915519595842,1.0155822660567784,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
2203_01,D/76/S,1.0147375564851608,102.5,0.0,55.0,0.0,0.0,Guanch Boyst,False,True,False,True,False,False,2,3,76,1,1.6599881514855173,-0.684915519595842,1.674783051214332,-0.7007850980470789,-0.6779795059457159,0.0,1.0,0.0,0.0,1.0,0.0
2204_01,B/90/S,-0.2623993380530178,0.0,0.0,0.0,0.0,0.0,Taraid Aillyber,True,False,False,False,False,False,1,1,90,1,-0.6689654335610383,-0.684915519595842,-0.6631569583773093,-0.7007850980470789,-0.6779795059457159,1.0,0.0,1.0,0.0,0.0,0.0
2205_01,E/157/S,0.163312960126375,0.0,0.0,55.0,132.5,0.0,Brance Vandan,False,False,False,True,True,False,1,4,157,1,-0.6689654335610383,-0.684915519595842,1.674783051214332,1.6337032672736165,-0.6779795059457159,0.0,0.0,0.0,0.0,1.0,0.0
